param,units,pft,clm51_default,surv_min,surv_max,constrained?,orig_min,orig_max
rholvis,fraction,BDMS,0.08,0.04,0.12,0,0.04,0.12
rholvis,fraction,BDBS,0.08,0.04,0.12,0,0.04,0.12
rholvis,fraction,C3AG,0.05,0.01,0.09,0,0.01,0.09
rholvis,fraction,C3G,0.05,0.01,0.09,0,0.01,0.09
rholvis,fraction,C4G,0.05,0.01,0.09,0,0.01,0.09
rholvis,fraction,C3C,0.08,0.04,0.12,0,0.04,0.12
rholvis,fraction,C3I,0.08,0.04,0.12,0,0.04,0.12
rhosnir,fraction,NEMT,0.36,0.288,0.432,0,0.288,0.432
rhosnir,fraction,NEBT,0.36,0.288,0.432,0,0.288,0.432
rhosnir,fraction,NDBT,0.36,0.288,0.432,0,0.288,0.432
rhosnir,fraction,BETT,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BEMT,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BDTT,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BDMT,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BDBT,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BES,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BDMS,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,BDBS,0.49,0.392,0.588,0,0.392,0.588
rhosnir,fraction,C3AG,0.53,0.424,0.636,0,0.424,0.636
rhosnir,fraction,C3G,0.53,0.424,0.636,0,0.424,0.636
rhosnir,fraction,C4G,0.53,0.424,0.636,0,0.424,0.636
rhosnir,fraction,C3C,0.53,0.424,0.636,0,0.424,0.636
rhosnir,fraction,C3I,0.53,0.424,0.636,0,0.424,0.636
rhosvis,fraction,NEMT,0.12,0.096,0.144,0,0.096,0.144
rhosvis,fraction,NEBT,0.12,0.096,0.144,0,0.096,0.144
rhosvis,fraction,NDBT,0.12,0.096,0.144,0,0.096,0.144
rhosvis,fraction,BETT,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BEMT,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BDTT,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BDMT,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BDBT,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BES,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BDMS,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,BDBS,0.21,0.168,0.252,0,0.168,0.252
rhosvis,fraction,C3AG,0.31,0.248,0.372,0,0.248,0.372
rhosvis,fraction,C3G,0.31,0.248,0.372,0,0.248,0.372
rhosvis,fraction,C4G,0.31,0.248,0.372,0,0.248,0.372
rhosvis,fraction,C3C,0.31,0.248,0.372,0,0.248,0.372
rhosvis,fraction,C3I,0.31,0.248,0.372,0,0.248,0.372
rootprof_beta,unitless,NEMT,0.976,0.97,0.98,0,0.97,0.98
rootprof_beta,unitless,NEBT,0.943,0.929,0.952,0,0.929,0.952
rootprof_beta,unitless,NDBT,0.943,0.929,0.952,0,0.929,0.952
rootprof_beta,unitless,BETT,0.993,0.991,0.994,0,0.991,0.994
rootprof_beta,unitless,BEMT,0.966,0.958,0.972,0,0.958,0.972
rootprof_beta,unitless,BDTT,0.993,0.991,0.994,0,0.991,0.994
rootprof_beta,unitless,BDMT,0.966,0.958,0.972,0,0.958,0.972
rootprof_beta,unitless,BDBT,0.943,0.929,0.952,0,0.929,0.952
rootprof_beta,unitless,BES,0.964,0.955,0.97,0,0.955,0.97
rootprof_beta,unitless,BDMS,0.964,0.955,0.97,0,0.955,0.97
rootprof_beta,unitless,BDBS,0.914,0.894,0.928,0,0.894,0.928
rootprof_beta,unitless,C3AG,0.914,0.894,0.928,0,0.894,0.928
rootprof_beta,unitless,C3G,0.943,0.929,0.952,0,0.929,0.952
rootprof_beta,unitless,C4G,0.943,0.929,0.952,0,0.929,0.952
rootprof_beta,unitless,C3C,0.943,0.929,0.952,0,0.929,0.952
rootprof_beta,unitless,C3I,0.943,0.929,0.952,0,0.929,0.952
rstem,s m-2,NEMT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,NEBT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,NDBT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BETT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BEMT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BDTT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BDMT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BDBT,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BES,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BDMS,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,BDBS,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,C3AG,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,C3G,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,C4G,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,C3C,1000.0,500.0,2000.0,0,500.0,2000.0
rstem,s m-2,C3I,1000.0,500.0,2000.0,0,500.0,2000.0
s_fix,gC/gN,NEMT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,NEBT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,NDBT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BETT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BEMT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BDTT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BDMT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BDBT,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BES,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BDMS,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,BDBS,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,C3AG,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,C3G,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,C4G,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,C3C,-6.0,-7.2,-4.8,0,-7.2,-4.8
s_fix,gC/gN,C3I,-6.0,-7.2,-4.8,0,-7.2,-4.8
sand_pf,percent,all,0.0,-20.0,20.0,0,-20.0,20.0
scvng_fct_mlt_sf,unitless,all,1.0,0.5,2.0,0,0.5,2.0
slatop,m^2/gC,NEMT,0.01,0.0073,0.0127,0,0.0073,0.0127
slatop,m^2/gC,NEBT,0.01,0.0073,0.0127,0,0.0073,0.0127
slatop,m^2/gC,NDBT,0.02018,0.0177,0.0226,0,0.0177,0.0226
slatop,m^2/gC,BETT,0.019,0.0158,0.022,0,0.0158,0.022
slatop,m^2/gC,BEMT,0.019,0.0158,0.022,0,0.0158,0.022
slatop,m^2/gC,BDTT,0.0308,0.0278,0.0336,0,0.0278,0.0336
slatop,m^2/gC,BDMT,0.0308,0.0278,0.0336,0,0.0278,0.0336
slatop,m^2/gC,BDBT,0.0308,0.0278,0.0336,0,0.0278,0.0336
slatop,m^2/gC,BES,0.01798,0.0147,0.0212,0,0.0147,0.0212
slatop,m^2/gC,BDMS,0.0307,0.0277,0.0337,0,0.0277,0.0337
slatop,m^2/gC,BDBS,0.028,0.0248,0.0312,0,0.0248,0.0312
slatop,m^2/gC,C3AG,0.021,0.0178,0.0242,0,0.0178,0.0242
slatop,m^2/gC,C3G,0.0402,0.0371,0.0434,0,0.0371,0.0434
slatop,m^2/gC,C4G,0.03846,0.0351,0.0418,0,0.0351,0.0418
slatop,m^2/gC,C3C,0.0402,0.0371,0.0434,0,0.0371,0.0434
slatop,m^2/gC,C3I,0.0402,0.0371,0.0434,0,0.0371,0.0434
slopebeta,unitless,all,-3.0,-5.0,-1.0,0,-5.0,-1.0
slopemax,unitless,all,0.4,0.01,1.0,0,0.01,1.0
snow_canopy_storage_scalar,kg/m2,all,6.0,1.4,9.5,0,1.4,9.5
snowcan_unload_temp_fact,K*s,all,187000.0,93500.0,374000.0,0,93500.0,374000.0
snowcan_unload_wind_fact,unitless,all,0.5,0.25,1.0,0,0.25,1.0
snw_rds_refrz,microns,all,1000.0,500.0,1500.0,0,500.0,1500.0
soilpsi_off,MPa,all,-0.8,-0.96,-0.64,0,-0.96,-0.64
soilpsi_on,MPa,all,-0.6,-0.72,-0.48,0,-0.72,-0.48
som_diffus,m^2/sec,all,3.17e-12,3.17e-13,3.17e-11,0,3.17e-13,3.17e-11
ssi,unitless,all,0.033,0.0264,0.0396,0,0.0264,0.0396
stem_leaf,gC/gC,NEMT,2.3,1.84,2.76,0,1.84,2.76
stem_leaf,gC/gC,NEBT,2.3,1.84,2.76,0,1.84,2.76
stem_leaf,gC/gC,NDBT,1.0,0.8,1.2,0,0.8,1.2
stem_leaf,gC/gC,BETT,2.3,1.84,2.76,0,1.84,2.76
stem_leaf,gC/gC,BEMT,1.5,1.2,1.8,0,1.2,1.8
stem_leaf,gC/gC,BDTT,1.0,0.8,1.2,0,0.8,1.2
stem_leaf,gC/gC,BDMT,2.3,1.84,2.76,0,1.84,2.76
stem_leaf,gC/gC,BDBT,2.3,1.84,2.76,0,1.84,2.76
stem_leaf,gC/gC,BES,1.4,1.12,1.68,0,1.12,1.68
stem_leaf,gC/gC,BDMS,0.24,0.192,0.288,0,0.192,0.288
stem_leaf,gC/gC,BDBS,0.24,0.192,0.288,0,0.192,0.288
stem_leaf,gC/gC,C3AG,0.0,0.0,0.0,0,0.0,0.0
stem_leaf,gC/gC,C3G,0.0,0.0,0.0,0,0.0,0.0
stem_leaf,gC/gC,C4G,0.0,0.0,0.0,0,0.0,0.0
stem_leaf,gC/gC,C3C,0.0,0.0,0.0,0,0.0,0.0
stem_leaf,gC/gC,C3I,0.0,0.0,0.0,0,0.0,0.0
sucsat_sf,unitless,all,1.0,0.1,3.0,1,0.1,10.0
tau_cwd,1/year,all,3.33,1.67,6.67,0,1.67,6.67
tau_l1,1/year,all,0.0541,0.027,0.108,0,0.027,0.108
tau_l2_l3,1/year,all,0.204,0.102,0.408,0,0.102,0.408
tau_ref,s,all,172800.0,86400.0,345600.0,0,86400.0,345600.0
tau_s1,1/year,all,0.137,0.0685,0.274,0,0.0685,0.274
tau_s2,1/year,all,5.0,2.5,10.0,0,2.5,10.0
tau_s3,1/year,all,222.0,111.0,444.0,0,111.0,444.0
taulnir,fraction,NEMT,0.32,0.23,0.39,0,0.23,0.39
taulnir,fraction,NEBT,0.32,0.27,0.39,0,0.27,0.39
taulnir,fraction,NDBT,0.42,0.38,0.46,0,0.38,0.46
taulnir,fraction,BETT,0.33,0.27,0.39,0,0.27,0.39
taulnir,fraction,BEMT,0.33,0.23,0.43,0,0.23,0.43
taulnir,fraction,BDTT,0.43,0.37,0.49,0,0.37,0.49
taulnir,fraction,BDMT,0.43,0.33,0.53,0,0.33,0.53
taulnir,fraction,BDBT,0.43,0.37,0.49,0,0.37,0.49
taulnir,fraction,BES,0.33,0.27,0.39,0,0.27,0.39
taulnir,fraction,BDMS,0.43,0.37,0.49,0,0.37,0.49
taulnir,fraction,BDBS,0.43,0.37,0.49,0,0.37,0.49
taulnir,fraction,C3AG,0.4,0.34,0.46,0,0.34,0.46
taulnir,fraction,C3G,0.4,0.34,0.46,0,0.34,0.46
taulnir,fraction,C4G,0.4,0.34,0.46,0,0.34,0.46
taulnir,fraction,C3C,0.4,0.32,0.48,0,0.32,0.48
taulnir,fraction,C3I,0.4,0.32,0.48,0,0.32,0.48
taulvis,fraction,NEMT,0.04,0.02,0.06,0,0.02,0.06
taulvis,fraction,NEBT,0.04,0.03,0.07,0,0.03,0.07
taulvis,fraction,NDBT,0.06,0.04,0.08,0,0.04,0.08
taulvis,fraction,BETT,0.06,0.04,0.08,0,0.04,0.08
taulvis,fraction,BEMT,0.06,0.01,0.18,0,0.01,0.18
taulvis,fraction,BDTT,0.06,0.03,0.07,0,0.03,0.07
taulvis,fraction,BDMT,0.06,0.01,0.14,0,0.01,0.14
taulvis,fraction,BDBT,0.06,0.03,0.07,0,0.03,0.07
taulvis,fraction,BES,0.06,0.04,0.08,0,0.04,0.08
taulvis,fraction,BDMS,0.06,0.04,0.08,0,0.04,0.08
taulvis,fraction,BDBS,0.06,0.04,0.08,0,0.04,0.08
taulvis,fraction,C3AG,0.05,0.04,0.08,0,0.04,0.08
taulvis,fraction,C3G,0.05,0.03,0.07,0,0.03,0.07
taulvis,fraction,C4G,0.05,0.03,0.07,0,0.03,0.07
taulvis,fraction,C3C,0.05,0.01,0.09,0,0.01,0.09
taulvis,fraction,C3I,0.05,0.01,0.09,0,0.01,0.09
tausnir,fraction,NEMT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,NEBT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,NDBT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BETT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BEMT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BDTT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BDMT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BDBT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BES,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BDMS,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,BDBS,0.001,0.0008,0.0012,0,0.0008,0.0012
tausnir,fraction,C3AG,0.25,0.2,0.3,0,0.2,0.3
tausnir,fraction,C3G,0.25,0.2,0.3,0,0.2,0.3
tausnir,fraction,C4G,0.25,0.2,0.3,0,0.2,0.3
tausnir,fraction,C3C,0.25,0.2,0.3,0,0.2,0.3
tausnir,fraction,C3I,0.25,0.2,0.3,0,0.2,0.3
tausvis,fraction,NEMT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,NEBT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,NDBT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BETT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BEMT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BDTT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BDMT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BDBT,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BES,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BDMS,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,BDBS,0.001,0.0008,0.0012,0,0.0008,0.0012
tausvis,fraction,C3AG,0.12,0.096,0.144,0,0.096,0.144
tausvis,fraction,C3G,0.12,0.096,0.144,0,0.096,0.144
tausvis,fraction,C4G,0.12,0.096,0.144,0,0.096,0.144
tausvis,fraction,C3C,0.12,0.096,0.144,0,0.096,0.144
tausvis,fraction,C3I,0.12,0.096,0.144,0,0.096,0.144
theta_cj,unitless,NEMT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,NEBT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,NDBT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BETT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BEMT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BDTT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BDMT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BDBT,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BES,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BDMS,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,BDBS,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,C3AG,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,C3G,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,C4G,0.8,0.8,0.999,0,0.8,0.999
theta_cj,unitless,C3C,0.98,0.8,0.999,0,0.8,0.999
theta_cj,unitless,C3I,0.98,0.8,0.999,0,0.8,0.999
theta_ip,unitless,all,0.95,0.95,0.999,0,0.95,0.999
theta_psii,unitless,all,0.7,0.6,0.9,0,0.6,0.9
tkd_clay,W/m/K,all,2.92,2.336,3.504,0,2.336,3.504
tkd_om,W/m/K,all,0.05,0.04,0.06,0,0.04,0.06
tkd_sand,W/m/K,all,8.8,7.04,10.56,0,7.04,10.56
tkm_om,W/m/K,all,0.25,0.2,0.3,0,0.2,0.3
tpu25ratio,unitless,all,0.167,0.0835,0.501,0,0.0835,0.501
tpuha,J/mol,all,72000.0,45000.0,97250.0,1,45000.0,173000.0
tpuhd,J/mol,all,200000.0,100000.0,415000.0,0,100000.0,415000.0
tpuse_sf,unitless,all,1.0,0.8,1.2,0,0.8,1.2
ufuel,nan,all,1050.0,840.0,1260.0,0,840.0,1260.0
upplim_destruct_metamorph,kg/m^3,all,175.0,100.0,250.0,0,100.0,250.0
vcmaxha,J/mol,all,72000.0,45000.0,97250.0,1,45000.0,173000.0
vcmaxhd,J/mol,all,200000.0,196562.5,415000.0,1,90000.0,415000.0
vcmaxse_sf,unitless,all,1.0,0.8,1.0125,1,0.8,1.2
watsat_sf,unitless,all,1.0,0.8,1.2,0,0.8,1.2
wc2wjb0,unitless,all,0.8054,0.653,1.5,1,0.5,1.5
wimp,unitless,all,0.05,0.02,0.1,0,0.02,0.1
wind_min,m/s,all,1.0,0.8,1.2,0,0.8,1.2
wind_snowcompact_fact,m/s,all,5.0,5.0,7.0,0,5.0,7.0
wood_density,kg m-3,NEMT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,NEBT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,NDBT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BETT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BEMT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BDTT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BDMT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BDBT,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BES,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BDMS,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,BDBS,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,C3AG,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,C3G,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,C4G,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,C3C,500.0,250.0,750.0,0,250.0,750.0
wood_density,kg m-3,C3I,500.0,250.0,750.0,0,250.0,750.0
xdrdt,unitless,all,1.0,0.5,2.0,0,0.5,2.0
xl,unitless,NEMT,0.01,-0.15,0.17,0,-0.15,0.17
xl,unitless,NEBT,0.01,-0.15,0.17,0,-0.15,0.17
xl,unitless,NDBT,0.01,-0.15,0.17,0,-0.15,0.17
xl,unitless,BETT,0.32,0.09,0.45,0,0.09,0.45
xl,unitless,BEMT,0.32,0.09,0.45,0,0.09,0.45
xl,unitless,BDTT,0.2,-0.42,0.84,0,-0.42,0.84
xl,unitless,BDMT,0.59,-0.3,0.95,0,-0.3,0.95
xl,unitless,BDBT,0.59,-0.3,0.95,0,-0.3,0.95
xl,unitless,BES,0.32,0.01,0.01,0,0.01,0.01
xl,unitless,BDMS,0.59,0.25,0.25,0,0.25,0.25
xl,unitless,BDBS,0.59,0.25,0.25,0,0.25,0.25
xl,unitless,C3AG,-0.23,-0.02,0.54,0,-0.02,0.54
xl,unitless,C3G,-0.23,-0.41,0.04,0,-0.41,0.04
xl,unitless,C4G,-0.23,-0.41,0.04,0,-0.41,0.04
xl,unitless,C3C,0.3,-0.02,0.54,0,-0.02,0.54
xl,unitless,C3I,0.3,-0.02,0.54,0,-0.02,0.54
z0mr,unitless,NEMT,0.055,0.033,0.077,0,0.033,0.077
z0mr,unitless,NEBT,0.055,0.033,0.077,0,0.033,0.077
z0mr,unitless,NDBT,0.055,0.033,0.077,0,0.033,0.077
z0mr,unitless,BETT,0.075,0.045,0.105,0,0.045,0.105
z0mr,unitless,BEMT,0.075,0.045,0.105,0,0.045,0.105
z0mr,unitless,BDTT,0.055,0.033,0.077,0,0.033,0.077
z0mr,unitless,BDMT,0.055,0.033,0.077,0,0.033,0.077
z0mr,unitless,BDBT,0.055,0.033,0.077,0,0.033,0.077
z0mr,unitless,BES,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,BDMS,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,BDBS,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,C3AG,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,C3G,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,C4G,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,C3C,0.12,0.072,0.168,0,0.072,0.168
z0mr,unitless,C3I,0.12,0.072,0.168,0,0.072,0.168
z_dl,m,all,0.05,0.01,0.1,0,0.01,0.1
zbedrock_sf,unitless,all,1.0,0.8,1.2,0,0.8,1.2
zetamaxstable,nan,all,0.5,0.1,10.0,0,0.1,10.0
zlnd,m,all,0.01,0.003,0.05,0,0.003,0.05
zsno,m,all,0.0024,1e-05,0.07,0,1e-05,0.07
